# E[eV], EF_E [erg/cm^3s]
4.304077963375246875e+14,7.520526301347340650e-13
4.756741794252591875e+14,7.519627282425558940e-13
5.257012695802929375e+14,7.518449856413927220e-13
5.809897547355866250e+14,7.516923138370899245e-13
6.420929806336745000e+14,7.514976781608314520e-13
7.096224888968455000e+14,7.512529211677417195e-13
7.842541375412538750e+14,7.509493141286370925e-13
8.667348651910911250e+14,7.505795878106249829e-13
9.578901666914122500e+14,7.501347737315607231e-13
1.058632354937984500e+15,7.496068817055771851e-13
1.169969691611395000e+15,7.489854433162251716e-13
1.293016478198849500e+15,7.482605903915202164e-13
1.429004208297960000e+15,7.474222650993972564e-13
1.579293892818622250e+15,7.464588972654572203e-13
1.745389681437623000e+15,7.453590084033236979e-13
1.928953916634175500e+15,7.441092287037498662e-13
2.131823770972211750e+15,7.426983325014064318e-13
2.356029634140851500e+15,7.411152093698781220e-13
2.603815433776871000e+15,7.393454969759815676e-13
2.877661093446730000e+15,7.373731698925036684e-13
3.180307352555087500e+15,7.351859391135718889e-13
3.514783196586043500e+15,7.327694157748897139e-13
3.884436172207862500e+15,7.301091973750940384e-13
4.292965890645208500e+15,7.271893657672475919e-13
4.744461054631812000e+15,7.239920055877547535e-13
5.243440379521584000e+15,7.205025878960187654e-13
5.794897818110800000e+15,7.167025667333338020e-13
6.404352541796089000e+15,7.125774583623732353e-13
7.077904178296876000e+15,7.081104093060530347e-13
7.822293858779832000e+15,7.032829847576922169e-13
8.644971685365188000e+15,6.980823837189801948e-13
9.554171294253038000e+15,6.924947475635826483e-13
1.055899226072164200e+16,6.865022447256111010e-13
1.166949117073537400e+16,6.800872969720538098e-13
1.289678227063729600e+16,6.732347386168775580e-13
1.425314870226192200e+16,6.659279381330832591e-13
1.575216543674755600e+16,6.581578216255136126e-13
1.740883513740980600e+16,6.499151389753578477e-13
1.923973831143874800e+16,6.411868873939069555e-13
2.126319925318800000e+16,6.319611665374572908e-13
2.349946943987116000e+16,6.222329600128219432e-13
2.597093021515307600e+16,6.119973713569884558e-13
2.870231678915934000e+16,6.012456308881578485e-13
3.172096579677323200e+16,5.899831914357890678e-13
3.505708889186614400e+16,5.782090005340247998e-13
3.874407511568320800e+16,5.659172511299291244e-13
4.281882506559152000e+16,5.530891506722665395e-13
4.732212020866040000e+16,5.397430750276440472e-13
5.229903103629126400e+16,5.258995269046810420e-13
5.779936814484488000e+16,5.115720229085081200e-13
6.387818075683043200e+16,4.967753367666174119e-13
7.059630767202854400e+16,4.815331462496708117e-13
7.802098616264680000e+16,4.658733619726040357e-13
8.622652490653956800e+16,4.498157736346473004e-13
9.529504769343316800e+16,4.333936407283567481e-13
1.053173153474139360e+17,4.166399201792374211e-13
1.163936340917641280e+17,3.995861737194586069e-13
1.286348594473561280e+17,3.822534873057866918e-13
1.421635057119661920e+17,3.647107420319455074e-13
1.571149721245464640e+17,3.470035269172973757e-13
1.736388979863144000e+17,3.291799165916827434e-13
1.919006603011791360e+17,3.112958515127947197e-13
2.120830289243774080e+17,2.934364490346799022e-13
2.343879957846177920e+17,2.756593400305675159e-13
2.590387964871974400e+17,2.580064486251817959e-13
2.862821445309662080e+17,2.405454497849324538e-13
3.163907004999536640e+17,2.233750317342046035e-13
3.496658009421315200e+17,2.065252793573065599e-13
3.864404742468713600e+17,1.900788681042102782e-13
4.270827737050040960e+17,1.740834245348771690e-13
4.719994611098524160e+17,1.586190251393925825e-13
5.216400777659873280e+17,1.437862952804091316e-13
