# E[eV], EF_E [erg/cm^3s]
6.119644400809280799e+20,6.530480781369463689e-17
6.763253020738874245e+20,1.557219689110627327e-17
7.474550550107889336e+20,3.463173490284273561e-18
8.260655893665584251e+20,7.160456432561212021e-19
9.129436657909385134e+20,1.363436445254313360e-19
1.008958789273520177e+21,2.362022883756663541e-20
1.115071911441907843e+21,3.651647167499793123e-21
1.232345048088622399e+21,4.939827392106706322e-22
1.361951908182082716e+21,5.715214821956992163e-23
1.505189640740469211e+21,5.551767373552966848e-24
1.663491817135100920e+21,4.433209911613810605e-25
1.838442778754522808e+21,2.844849371042200860e-26
2.031793493625684099e+21,1.430917050152137176e-27
2.245479080690427888e+21,5.485140148097402503e-29
2.481638177126304711e+21,1.552066073582626518e-30
2.742634342546239652e+21,3.126003335977349421e-32
3.031079714297631736e+21,4.300804805872457356e-34
3.349861150610790285e+21,3.859809010815595388e-36
3.702169123246477148e+21,2.147136985103257401e-38
4.091529648809631023e+21,7.000128542537535175e-41
4.521839578308646273e+21,1.258304879780775762e-43
4.997405598150172869e+21,1.166946019026554107e-46
5.522987332904015626e+21,5.193766694611047350e-50
6.103844981225711206e+21,1.025089660698492386e-53
6.745791961692663448e+21,8.227537094037692588e-58
7.455253095451164934e+21,2.441418176792562028e-62
8.239328907986087182e+21,2.411534247554166721e-67
9.105866693566220206e+21,7.061783649818939921e-73
1.006353905360305547e+22,5.394346829256303429e-79
1.112193069496064069e+22,9.331922287435197437e-86
1.229163435692330582e+22,3.127258447849657299e-93
1.358435682689111976e+22,0.000000000000000000e+00
1.501303610584247514e+22,0.000000000000000000e+00
1.659197089619679327e+22,0.000000000000000000e+00
1.833696370803426407e+22,0.000000000000000000e+00
2.026547901592794196e+22,0.000000000000000000e+00
2.239681804927588788e+22,0.000000000000000000e+00
2.475231196549150776e+22,0.000000000000000000e+00
2.735553533939712157e+22,0.000000000000000000e+00
3.023254210549238465e+22,0.000000000000000000e+00
3.341212631448750024e+22,0.000000000000000000e+00
3.692611031384170745e+22,0.000000000000000000e+00
4.080966323651113858e+22,0.000000000000000000e+00
4.510165298545308153e+22,0.000000000000000000e+00
4.984503523666253211e+22,0.000000000000000000e+00
5.508728335401502324e+22,0.000000000000000000e+00
6.088086351865021098e+22,0.000000000000000000e+00
6.728375982814494143e+22,0.000000000000000000e+00
7.436005462085243345e+22,0.000000000000000000e+00
8.218056983348290100e+22,0.000000000000000000e+00
9.082357581084966781e+22,0.000000000000000000e+00
1.003755746617900516e+23,0.000000000000000000e+00
1.109321660013413967e+23,0.000000000000000000e+00
1.225990037438227777e+23,0.000000000000000000e+00
1.354928535227205555e+23,0.000000000000000000e+00
1.497427613203934699e+23,0.000000000000000000e+00
1.654913450036420747e+23,0.000000000000000000e+00
1.828962216912491307e+23,0.000000000000000000e+00
2.021315852390852261e+23,0.000000000000000000e+00
2.233899496307661755e+23,0.000000000000000000e+00
2.468840757223050980e+23,0.000000000000000000e+00
2.728491006242780569e+23,0.000000000000000000e+00
3.015448910330485738e+23,0.000000000000000000e+00
3.332586440640158792e+23,0.000000000000000000e+00
3.683077616168744591e+23,0.000000000000000000e+00
4.070430270405055831e+23,0.000000000000000000e+00
4.498521158906468882e+23,0.000000000000000000e+00
4.971634759171395719e+23,0.000000000000000000e+00
